dots,a,data
1092,418,1.000060478693879
1093,640,1.0000627795125212
1094,676,1.000060209257127
1095,418,1.0000630702842412
1096,633,1.0000634794220744
1097,680,1.0000622056716384
1098,455,1.0000621170883552
1099,307,1.0000628985612807
1100,406,1.0000648295739365
1101,698,1.000063436379951
1102,683,1.0000614836950759
1103,462,1.0000612280484165
1104,458,1.0000626266959318
1105,642,1.0000609650276826
1106,457,1.0000609829733969
1107,409,1.0000667140356698
1108,643,1.000061884240731
1109,802,1.0000617286731273
1110,644,1.0000582813409722
1111,482,1.0000654164321332
1112,330,1.000062803807084
1113,787,1.0000642527592325
1114,776,1.0000621516823078
1115,653,1.000059811220462
1116,433,1.0000613533511995
1117,685,1.0000595564963708
1118,413,1.0000595795044869
1119,626,1.0000652717877427
1120,657,1.0000591618045256
1121,781,1.0000645084476727
1122,412,1.0000627587575879
1123,685,1.0000639955039672
1124,686,1.000062000513194
1125,814,1.000059729453458
1126,342,1.0000607549236105
1127,467,1.0000584453399601
1128,335,1.0000593421616824
1129,818,1.0000592672286268
1130,693,1.0000580609733107
1131,701,1.0000589890878855
1132,258,1.000061470690696
1133,717,1.0000587481739194
1134,664,1.0000608818994374
1135,641,1.0000630440157656
1136,314,1.0000623386305876
1137,703,1.0000582267917688
1138,422,1.0000596309562124
1139,436,1.000058024717705
1140,433,1.0000578962175146
1141,482,1.0000582788162236
1142,669,1.000056750784208
1143,338,1.0000575209953828
1144,707,1.0000588120089642
1145,708,1.000057280460311
1146,712,1.000059895469002
1147,673,1.0000571845052428
1148,663,1.0000574705264142
1149,712,1.0000622879023338
1150,814,1.000058858920142
1151,669,1.0000570894216227
1152,670,1.0000581215329505
1153,487,1.0000568247068784
1154,478,1.000056980742944
1155,713,1.0000614110871666
1156,441,1.000057335928698
1157,505,1.0000602897638133
1158,425,1.0000562751746878
1159,733,1.0000561392419312
1160,817,1.0000556492513233
1161,263,1.000060290176274
1162,442,1.0000578495502144
1163,718,1.0000557759348538
1164,482,1.000056843611707
1165,719,1.0000555207169273
1166,684,1.000056469490651
1167,674,1.0000553638853609
1168,675,1.0000588941875952
1169,814,1.000058721816272
1170,346,1.0000571416991424
1171,738,1.0000548602504131
1172,453,1.0000547650948604
1173,343,1.0000543351644784
1174,492,1.00005557087502
1175,347,1.000058085289301
1176,722,1.0000569660355523
1177,493,1.0000540562171245
1178,495,1.0000541763276254
1179,457,1.000053988740887
1180,326,1.0000559824139925
1181,747,1.000053768609533
1182,733,1.0000536531870303
1183,684,1.0000571040824497
1184,698,1.000054613907303
1185,347,1.000057670050334
1186,733,1.0000540380120981
1187,734,1.000053251595063
1188,314,1.0000569090163913
1189,499,1.0000529002552916
1190,346,1.0000550649878255
1191,751,1.0000563444085615
1192,455,1.000052684739615
1193,755,1.0000526283131175
1194,740,1.0000550277566882
1195,732,1.0000522508778265
1196,742,1.0000548797148059
1197,541,1.0000588783266897
1198,695,1.0000520714885524
1199,322,1.000053087110189
1200,502,1.0000541666574094
1201,493,1.000055830521217
1202,505,1.0000516893834817
1203,704,1.0000550260865655
1204,510,1.000053943598407
1205,707,1.0000513538258535
1206,874,1.0000535791155716
1207,499,1.0000511485540942
1208,507,1.0000510408901049
1209,460,1.0000558485964643
1210,463,1.0000508375133743
1211,368,1.0000552811443497
1212,767,1.0000517028224256
1213,765,1.0000506715826674
1214,754,1.0000528339226347
1215,859,1.0000542329167985
1216,326,1.000053098015309
1217,465,1.000051231638571
1218,463,1.0000501986706833
1219,882,1.000051005762121
1220,754,1.0000481582245526
1221,883,1.0000507848943692
1222,505,1.0000497826701358
1223,468,1.0000496795009874
1224,506,1.0000509195797918
1225,722,1.0000532169076868
1226,718,1.0000507048780556
1227,718,1.0000529839888235
1228,343,1.0000500636991099
1229,725,1.0000536397031403
1230,466,1.0000514171638364
1231,445,1.0000534420009242
1232,366,1.0000514310417512
1233,374,1.000052357543448
1234,506,1.0000508150870122
1235,523,1.0000531014420826
1236,478,1.000049858849236
1237,457,1.0000521973553609
1238,725,1.0000483682156642
1239,863,1.000052526114164
1240,366,1.000050666831076
1241,521,1.0000489648102244
1242,788,1.0000517146597838
1243,461,1.0000515426440026
1244,762,1.000049873827032
1245,877,1.0000522487889605
1246,760,1.0000498158671431
1247,461,1.000051831403409
1248,379,1.0000510414960049
1249,705,1.0000518771754332
1250,734,1.0000498401194786
1251,458,1.0000484797469638
1252,726,1.0000496152295335
1253,915,1.0000510677645431
1254,724,1.0000499087350965
1255,383,1.000051195699915
1256,346,1.000049230654862
1257,791,1.0000508647219852
1258,372,1.000048623266688
1259,478,1.0000477478265175
1260,547,1.0000506429572031
1261,798,1.0000475433541214
1262,480,1.000048285637674
1263,781,1.000047368618527
1264,374,1.0000485173418379
1265,467,1.000050267394426
1266,376,1.0000483169765322
1267,465,1.0000470312165737
1268,342,1.0000482622659834
1269,803,1.0000468312535429
1270,526,1.0000472156945943
1271,288,1.000050223867133
1272,493,1.0000465656004396
1273,373,1.0000491723101916
1274,748,1.0000468505961055
1275,487,1.0000459818210718
1276,789,1.0000461909823195
1277,782,1.00004615805148
1278,926,1.0000473710498081
1279,751,1.0000492820275355
1280,906,1.000047205574511
1281,901,1.0000490818815597
1282,487,1.0000456961109352
1283,490,1.000045715741339
1284,926,1.0000466840303686
1285,787,1.0000454175266404
1286,528,1.0000462949104942
1287,502,1.0000487316496003
1288,795,1.0000451547897764
1289,378,1.0000485575053955
1290,503,1.000048431449332
1291,817,1.00004504200191
1292,746,1.0000465035948958
1293,376,1.0000482330797107
1294,478,1.0000452589015876
1295,748,1.000047921984411
1296,938,1.0000465803050218
1297,752,1.0000445668073208
1298,805,1.000044478343603
1299,394,1.0000475313721442
1300,571,1.0000485476542116
1301,803,1.0000442022192693
1302,824,1.000046259233744
1303,798,1.000044041391865
1304,398,1.000045640586177
1305,907,1.0000471119402736
1306,807,1.0000437898609642
1307,910,1.0000470108164472
1308,766,1.0000448952014438
1309,381,1.0000468815710404
1310,548,1.0000455320260613
1311,388,1.0000468119215231
1312,773,1.0000462359704354
1313,775,1.0000469514384345
1314,926,1.0000442880927805
1315,758,1.0000467699523328
1316,482,1.0000446283850066
1317,814,1.000043004592421
1318,964,1.0000452734257104
1319,485,1.0000466844397242
1320,386,1.0000439421196718
1321,957,1.0000459715968981
1322,555,1.0000426419549253
1323,505,1.0000425591498865
1324,933,1.000045554412984
1325,507,1.000042390108826
1326,934,1.0000434409903298
1327,814,1.0000422384170125
1328,925,1.0000452250266703
1329,563,1.000045784801615
1330,838,1.0000434355089878
1331,959,1.0000454182306784
1332,826,1.0000441371100408
1333,552,1.0000443466649445
1334,560,1.0000437383152088
1335,787,1.0000441765507748
1336,482,1.0000435679311497
1337,772,1.0000449983464217
1338,512,1.0000426328955943
1339,565,1.0000447636380385
1340,786,1.0000427318718357
1341,374,1.0000445939856961
1342,780,1.0000425646654372
1343,788,1.0000411470198753
1344,850,1.0000432016657248
1345,397,1.0000443371235705
1346,782,1.0000422565554175
1347,512,1.0000440377849706
1348,362,1.0000430219249634
1349,569,1.0000439882229046
1350,827,1.000044696638699
1351,827,1.0000445388028651
1352,522,1.000042332568425
1353,514,1.000044093804295
1354,836,1.0000421700120716
1355,859,1.000044786918293
1356,526,1.0000416340628346
1357,765,1.00004353051688
1358,401,1.0000432765867122
1359,490,1.0000435112360646
1360,526,1.0000413351376432
1361,981,1.0000437807463067
1362,859,1.0000431162114836
1363,960,1.0000434215102547
1364,377,1.0000404616942322
1365,571,1.0000436615716215
1366,802,1.000040875466495
1367,577,1.0000427848444375
1368,382,1.000041356999254
1369,367,1.0000430962053954
1370,506,1.0000406201270442
1371,955,1.000042846305489
1372,967,1.0000431752858334
1373,864,1.0000426866521175
1374,508,1.0000403256946309
1375,383,1.000042930154678
1376,509,1.00004207359691
1377,1055,1.0000431230841405
1378,372,1.000040858583432
1379,797,1.0000423032386503
1380,998,1.000040621871639
1381,809,1.0000418443441301
1382,602,1.0000402725900361
1383,539,1.0000419700810481
1384,603,1.0000422837103111
1385,374,1.0000418417362977
1386,536,1.0000395975852312
1387,512,1.0000414735000385
1388,857,1.0000420223326048
1389,587,1.0000416128426308
1390,806,1.0000393565415189
1391,809,1.0000411393079482
1392,985,1.0000410875108507
1393,816,1.0000403862966507
1394,576,1.0000390748717296
1395,572,1.000040854803646
1396,590,1.0000400090934625
1397,579,1.0000410136008884
1398,416,1.0000424554254197
1399,415,1.000041208242736
1400,886,1.0000393581890878
1401,587,1.000040467962185
1402,388,1.000039203833699
1403,580,1.0000403388997143
1404,514,1.0000394722658212
1405,582,1.0000402764072498
1406,392,1.0000389298427232
1407,794,1.0000400453138514
1408,549,1.0000409440817242
1409,979,1.0000405326142088
1410,584,1.0000381121804793
1411,992,1.0000405946765283
1412,829,1.000039925126956
1413,833,1.0000396705147896
1414,866,1.0000384170223766
1415,587,1.0000395285811836
1416,542,1.000038290613943
1417,618,1.0000394822641092
1418,1026,1.0000382584385323
1419,877,1.0000372163125555
1420,583,1.0000391851499304
1421,877,1.0000397426513041
1422,595,1.0000399789327707
1423,989,1.0000395999738534
1424,378,1.0000413498044232
1425,397,1.0000395047649646
1426,886,1.0000385709353077
1427,542,1.0000367284940095
1428,545,1.0000366632059006
1429,882,1.0000365914984117
1430,554,1.000037712726089
1431,526,1.0000393950145843
1432,877,1.0000364036518057
1433,831,1.0000394156191885
1434,1010,1.0000372409270282
1435,997,1.0000389293719663
1436,546,1.0000374352537107
1437,1001,1.0000387308358836
1438,892,1.0000373001044065
1439,1017,1.000038804471237
1440,1042,1.0000376157362754
1441,557,1.000038828343388
1442,838,1.0000369646858207
1443,383,1.0000418130898492
1444,610,1.0000369495640253
1445,398,1.0000386040406317
1446,559,1.0000392975521162
1447,522,1.000038485830648
1448,562,1.0000397245849917
1449,1019,1.0000382921387436
1450,424,1.0000363678841486
1451,851,1.0000382072454992
1452,338,1.0000394089452602
1453,610,1.000035238319728
1454,892,1.0000363176130844
1455,841,1.0000382725941015
1456,1049,1.0000382020804397
1457,426,1.0000378533946312
1458,919,1.0000377527776716
1459,555,1.000037830390989
1460,613,1.0000373764181358
1461,820,1.000037599240543
1462,1052,1.0000387573805816
1463,857,1.0000369208553417
1464,538,1.0000357374120805
1465,893,1.0000374458563575
1466,898,1.0000356109546529
1467,427,1.000037081158087
1468,562,1.0000355936684393
1469,862,1.0000372302372413
1470,607,1.0000371336589202
1471,927,1.000037119556555
1472,1075,1.0000373209639368
1473,617,1.0000368776373572
1474,622,1.0000352297502735
1475,618,1.0000362269887138
1476,542,1.0000351410813568
1477,865,1.000036115914273
1478,1045,1.0000360499658436
1479,649,1.0000366161776673
1480,1043,1.0000359270938424
1481,534,1.0000366277015167
1482,622,1.0000347841501454
1483,1083,1.000036667394151
1484,855,1.0000373744974302
1485,838,1.0000361928888843
1486,614,1.0000345903572498
1487,911,1.0000361550455947
1488,923,1.0000361069991999
1489,623,1.0000360475839665
1490,864,1.0000343608641014
1491,536,1.000036823042869
1492,1055,1.0000353329451404
1493,945,1.000035845156622
1494,868,1.0000341336591825
1495,578,1.0000356890463435
1496,569,1.0000356236779393
1497,578,1.0000355664859446
1498,948,1.0000346086364351
1499,622,1.000035576624263
1500,574,1.0000338842586027
1501,622,1.0000357615896378
1502,631,1.0000353039449632
1503,1057,1.0000354607747832
1504,1090,1.0000343049570584
1505,582,1.0000352246413269
1506,572,1.0000341857002784
1507,445,1.0000352844992446
1508,583,1.000034972411234
1509,875,1.000035285559533
1510,584,1.0000333608737872
1511,446,1.0000350387464711
1512,926,1.0000338390049592
1513,878,1.000034808999505
1514,639,1.0000350016170803
1515,928,1.000034602491408
1516,1173,1.0000352851652659
1517,940,1.0000345849411172
1518,1094,1.0000335008356456
1519,937,1.0000345494470593
1520,637,1.0000343242158407
1521,419,1.0000345943571824
1522,629,1.0000342908839515
1523,640,1.000034534622789
1524,935,1.0000351658846283
1525,1099,1.0000348730501538
1526,976,1.0000356664373362
1527,1061,1.000034589365288
1528,597,1.000034920883079
1529,672,1.0000348105061105
1530,584,1.000032401394961
1531,1078,1.0000340754693642
1532,643,1.000033773255982
1533,898,1.0000334629653502
1534,644,1.0000327705101035
1535,431,1.0000370309258308
1536,674,1.0000350793168213
1537,900,1.000033253563399
1538,901,1.0000331948970709
1539,647,1.0000344005227475
1540,1083,1.000033572530171
1541,1115,1.0000341818898781
1542,556,1.0000350970905028
1543,1118,1.0000335344140872
1544,571,1.000034068708192
1545,1118,1.0000337337190424
1546,566,1.0000324635505664
1547,635,1.0000330971888944
1548,1130,1.000034629342905
1549,900,1.0000331237836124
1550,593,1.000032930249309
1551,961,1.0000337162250514
1552,959,1.00003432554198
1553,642,1.000032916940987
1554,590,1.0000320767017625
1555,984,1.0000334933179342
1556,643,1.000033554197741
1557,455,1.0000328021314677
1558,986,1.0000318603132656
1559,1103,1.0000326354041154
1560,593,1.0000326386789724
1561,432,1.0000331691979574
1562,606,1.0000316560323734
1563,578,1.0000325167621418
1564,990,1.0000315896068417
1565,1103,1.0000323272416602
1566,607,1.0000329434536788
1567,606,1.000032298620893
1568,911,1.0000321799369853
1569,973,1.0000327999279142
1570,963,1.0000327111736438
1571,1137,1.0000326545328644
1572,577,1.0000326345863482
1573,465,1.0000325856474925
1574,578,1.0000310737681728
1575,1109,1.000032470727631
1576,466,1.000030781848513
1577,462,1.000031827284872
1578,580,1.0000308769218746
1579,437,1.0000318021627561
1580,581,1.0000322163635522
1581,437,1.000032915470579
1582,981,1.0000321129994647
1583,612,1.000031543017271
1584,614,1.0000306236114258
1585,468,1.0000314414982827
1586,606,1.0000305927801878
1587,689,1.0000338512499998
1588,1005,1.0000319572647527
1589,1002,1.0000315866459013
1590,974,1.0000303301260036
1591,671,1.0000317627274802
1592,669,1.0000319172762664
1593,988,1.0000317452378433
1594,1127,1.000031101947418
1595,618,1.0000315148351424
1596,670,1.0000301373250609
1597,987,1.0000291189566939
1598,617,1.000031358852813
1599,443,1.0000320202894262
1600,937,1.000030814905515
1601,990,1.0000313065247828
1602,899,1.0000312601333166
1603,1011,1.000030901828025
1604,930,1.0000297914836973
1605,487,1.000030873391188
1606,996,1.0000296938565834
1607,700,1.0000310526420386
1608,1019,1.0000312186926021
1609,993,1.0000311849462518
1610,986,1.0000295146090707
1611,622,1.000030851216473
1612,951,1.0000307995331554
1613,984,1.0000307543551115
1614,616,1.0000293315505384
1615,997,1.0000302175202993
1616,933,1.0000311609056063
1617,670,1.0000303017036867
1618,677,1.0000305188572818
1619,941,1.0000302057989137
1620,1039,1.0000314377945299
1621,1173,1.0000304723696851
1622,1130,1.0000310693282022
1623,670,1.0000300242001934
1624,438,1.0000313030267352
1625,708,1.0000302351436219
1626,629,1.000030274223871
1627,667,1.0000302235616445
1628,602,1.000028785824248
1629,482,1.0000302994859465
1630,683,1.0000297056964331
1631,1182,1.0000302025069445
1632,599,1.0000301531880869
1633,684,1.00003001086244
1634,948,1.0000285530879611
1635,601,1.0000302751080115
1636,1010,1.0000284614643844
1637,678,1.000029492164517
1638,1011,1.0000306065294575
1639,1186,1.0000302708250732
1640,626,1.0000282925139496
1641,952,1.0000298226210766
1642,693,1.0000292727628204
1643,1040,1.0000296916970706
1644,1186,1.0000302215972248
1645,1041,1.0000302736711026
1646,955,1.0000293919067376
1647,1010,1.0000290567107823
1648,965,1.000029009302762
1649,683,1.0000289865437386
1650,454,1.0000308171973291
1651,1058,1.0000300414346714
1652,1021,1.0000296612341095
1653,631,1.0000290825467169
1654,611,1.0000287728318136
1655,1153,1.0000310556217
1656,482,1.0000297265155764
1657,612,1.0000286505170135
1658,687,1.0000286041033315
1659,1028,1.0000288502433243
1660,1026,1.0000275524100382
1661,448,1.0000290529710132
1662,725,1.000028810942189
1663,1177,1.0000306880820131
1664,961,1.0000291257425777
1665,1028,1.0000285956156503
1666,1160,1.000029279211112
1667,1016,1.0000293200888535
1668,611,1.0000289066515133
1669,1207,1.0000286435669947
1670,493,1.0000285314803876
1671,389,1.0000307805507869
1672,691,1.0000285107837052
1673,618,1.000028065981672
1674,508,1.0000289354044651
1675,703,1.000028392980554
1676,1213,1.000028436021837
1677,490,1.0000284067777807
1678,983,1.0000278870118278
1679,617,1.0000284717422006
1680,514,1.000029495693825
1681,463,1.0000282551635122
1682,695,1.0000277255431334
1683,1040,1.0000279469905866
1684,1061,1.0000282463557975
1685,658,1.0000285604680201
1686,1042,1.0000270827636535
1687,1189,1.0000279249069122
1688,981,1.0000278802188596
1689,997,1.000030359821175
1690,1174,1.00002907418013
1691,1223,1.0000278319449079
1692,734,1.000028737603613
1693,1050,1.000027791878562
1694,1180,1.0000286679092574
1695,1192,1.000027647965412
1696,649,1.0000276302313758
1697,1228,1.00002805904662
1698,1055,1.0000281504236388
1699,646,1.0000277538690823
1700,474,1.0000286364218836
1701,1198,1.0000274339110435
1702,705,1.0000270149944808
1703,1205,1.0000273784735494
1704,647,1.0000275426152332
1705,714,1.0000274517525372
1706,1207,1.0000272620900463
1707,505,1.0000272195555562
1708,991,1.0000277285914958
1709,718,1.000027371180685
1710,746,1.000027874376826
1711,1238,1.0000271330379196
1712,702,1.0000281571845753
1713,388,1.0000295268613073
1714,655,1.0000274866555947
1715,1052,1.000026905419577
1716,1238,1.0000280058970281
1717,1210,1.0000268341499836
1718,970,1.0000275354682113
1719,964,1.0000273081872992
1720,1014,1.0000275037600905
1721,667,1.0000272382995228
1722,1090,1.000028525660649
1723,971,1.0000288737592204
1724,1091,1.000027344986619
1725,1213,1.000028521566451
1726,1010,1.000027251135737
1727,505,1.0000265470225667
1728,662,1.000027416358687
1729,1251,1.0000271523348538
1730,971,1.0000268803179666
1731,1097,1.0000266193099425
1732,1061,1.000026494032092
1733,732,1.0000264667469863
1734,712,1.000026941401957
1735,513,1.0000262397171966
1736,727,1.0000263464748855
1737,1064,1.0000263106452754
1738,1096,1.000026883633383
1739,1272,1.0000267909302478
1740,1066,1.0000271933953346
1741,643,1.0000262604194519
1742,1262,1.000027108043586
1743,1102,1.0000288770541867
1744,721,1.0000260691838472
1745,1079,1.000026555453859
1746,767,1.0000263835605958
1747,1105,1.00002596528731
1748,1086,1.0000276116115177
1749,1102,1.0000259297485425
1750,647,1.0000258500765844
1751,1082,1.0000257412866154
1752,485,1.0000263135424066
1753,1075,1.0000258157016433
1754,670,1.0000249122827445
1755,649,1.0000257340563483
1756,1019,1.0000256995683114
1757,1086,1.000025966396634
1758,1106,1.0000261536892567
1759,1247,1.0000277732975964
1760,1114,1.0000264642721226
1761,512,1.0000276956831065
1762,1241,1.000025785988868
1763,1095,1.0000257784766493
1764,1094,1.000024582257021
1765,493,1.0000258337069448
1766,1092,1.0000245100203973
1767,1084,1.000025307278358
1768,685,1.0000252942186045
1769,1093,1.000025561278174
1770,1084,1.0000243733446805
1771,678,1.0000252587067755
1772,1095,1.0000254484584516
1773,733,1.0000251441971326
1774,743,1.000025105722831
1775,1126,1.0000274629830084
1776,1042,1.0000259335469133
1777,1090,1.0000249820131948
1778,1033,1.0000249697048702
1779,731,1.000027224393966
1780,1258,1.000025885796439
1781,1127,1.0000249253221754
1782,782,1.000025934261342
1783,1285,1.0000252059821109
1784,1131,1.000025487707545
1785,683,1.0000247664290693
1786,1244,1.0000255477577669
1787,1037,1.0000247202791122
1788,1055,1.0000249880426448
1789,752,1.0000266671946896
1790,734,1.000025664627727
1791,752,1.0000250410438416
1792,753,1.0000250035844898
1793,741,1.0000245133859016
1794,1100,1.0000256334926876
1795,1058,1.000026437159963
1796,754,1.0000235931923855
1797,755,1.0000244074287374
1798,1115,1.0000243705252212
1799,1301,1.0000247461397846
1800,1141,1.0000249349789603
1801,1393,1.000026105397192
1802,685,1.000024240075515
1803,697,1.0000242041768972
1804,487,1.0000246332386435
1805,499,1.000024551655226
1806,536,1.0000247500760067
1807,687,1.000024074961767
1808,1049,1.0000244458490597
1809,1021,1.0000242953900023
1810,788,1.0000249917822757
1811,669,1.0000239994343805
1812,703,1.000024557100785
1813,1062,1.0000254691203507
1814,694,1.0000247643552156
1815,491,1.0000259201945774
1816,1054,1.0000252524370887
1817,1278,1.000025821004713
1818,1124,1.0000253041569698
1819,1128,1.0000243164683287
1820,503,1.0000241214651213
1821,1409,1.0000262830358324
1822,765,1.0000236685313388
1823,1130,1.0000236332906143
1824,554,1.000024427361756
1825,1283,1.0000239610148371
1826,1129,1.00002395118977
1827,755,1.0000235088686773
1828,1133,1.0000238842634863
1829,773,1.0000240690898683
1830,1294,1.0000240624326222
1831,1158,1.0000239401585156
1832,1325,1.000023747103656
1833,1291,1.0000237259957276
1834,507,1.000023689325817
1835,1081,1.0000253167565274
1836,1294,1.0000241583508984
1837,1156,1.000025251387159
1838,682,1.000024146966453
1839,1037,1.0000254824250014
1840,1327,1.0000234986470222
1841,1068,1.0000236975533578
1842,703,1.000023460101944
1843,1298,1.0000234291616321
1844,677,1.0000235968867777
1845,1081,1.0000250545679716
1846,1130,1.0000239171859793
1847,1082,1.000022960902836
1848,1339,1.0000255480500613
1849,1072,1.0000234660626426
1850,1133,1.0000232058137786
1851,703,1.0000234008035662
1852,1174,1.0000244290286948
1853,547,1.000023117666085
1854,1072,1.000023665128773
1855,1311,1.0000247660119699
1856,767,1.0000230846628972
1857,686,1.0000248150015485
1858,1052,1.000023808486428
1859,1318,1.0000246755602136
1860,778,1.0000241535729661
1861,721,1.0000230084571395
1862,1154,1.000024156310814
1863,1076,1.0000230157714416
1864,1142,1.0000240186218248
1865,1151,1.0000229582796063
1866,1084,1.0000233149269147
1867,1154,1.000023240109444
1868,1153,1.0000228620110359
1869,1156,1.000023176862518
1870,518,1.0000236308001733
1871,715,1.000023107990932
1872,730,1.0000235690113635
1873,1105,1.0000242139651114
1874,548,1.0000231266421369
1875,1097,1.0000241529970537
1876,1370,1.0000232533727778
1877,788,1.000022471939922
1878,818,1.0000230264374208
1879,787,1.0000225495185517
1880,1091,1.000022517250229
1881,689,1.0000225415776194
1882,1154,1.0000229100976437
1883,1335,1.0000235962310047
1884,697,1.0000224481314772
1885,1364,1.0000226795867617
1886,1090,1.0000229467912713
1887,1064,1.0000238525806613
1888,1366,1.0000231701857434
1889,1091,1.0000223258612269
1890,794,1.0000226911382726
1891,1099,1.0000222220327124
1892,1159,1.0000221904096478
1893,1193,1.000022204917831
1894,1174,1.000022631595568
1895,1118,1.0000235541183906
1896,794,1.0000226759783144
1897,823,1.0000234585846435
1898,555,1.0000219444050806
1899,1172,1.0000220308512975
1900,1173,1.0000219996903605
1901,1198,1.0000219937060069
1902,1174,1.0000226831515597
1903,563,1.0000233093449014
1904,562,1.000022439570307
1905,557,1.0000232486964755
1906,1340,1.0000223753009359
1907,1109,1.0000231828489652
1908,838,1.000022777339621
1909,738,1.0000217632531185
1910,1126,1.000022194865969
1911,1109,1.0000217271084255
1912,1171,1.0000216744012869
1913,703,1.0000216522555998
1914,1186,1.0000220733981993
1915,733,1.0000215943219104
1916,1190,1.0000225419782496
1917,1480,1.000023107044913
1918,1356,1.0000221112141383
1919,1076,1.0000218060948347
1920,586,1.0000222489406452
1921,793,1.000021491644016
1922,1117,1.000021421657274
1923,1189,1.000023127323901
1924,1394,1.0000223316994452
1925,1404,1.000023238343589
1926,1190,1.000022173378404
1927,1195,1.000021286057301
1928,1195,1.00002125640878
1929,737,1.0000212686271954
1930,746,1.0000217794906325
1931,1133,1.000021233154854
1932,1222,1.000021735916512
1933,708,1.000022684277877
1934,1360,1.000021662164878
1935,1219,1.0000229441107056
1936,1369,1.000022830812529
1937,1189,1.0000224488510245
1938,1196,1.0000220240830744
1939,1222,1.0000210141941925
1940,1419,1.0000214189695014
1941,1139,1.0000209807191458
1942,1224,1.0000214672340584
1943,803,1.0000209252517849
1944,1370,1.0000214123438556
1945,1368,1.0000223352855921
1946,1140,1.0000214267918062
1947,1129,1.0000208202103948
1948,1143,1.0000207945871542
1949,741,1.000020765375148
1950,1204,1.0000216834583022
1951,1412,1.0000223821239826
1952,1145,1.00002069045522
1953,820,1.0000206645330993
1954,1236,1.0000215176340617
1955,1362,1.0000220588691056
1956,539,1.0000224015955514
1957,1137,1.0000205613834696
1958,578,1.0000214012667823
1959,1430,1.0000221617901268
1960,813,1.0000218007799613
1961,1241,1.0000208670241553
1962,1234,1.0000212882666655
1963,1213,1.0000204598487827
1964,1134,1.0000211282729479
1965,1108,1.0000218703390766
1966,1390,1.0000209128903212
1967,1391,1.000021815754646
1968,1214,1.0000211887967616
1969,1217,1.000020680495114
1970,816,1.000020502336479
1971,1393,1.0000217094859458
1972,749,1.0000205979265135
1973,1223,1.0000202202093238
1974,754,1.0000194966252123
1975,1429,1.0000205150385464
1976,1221,1.000020486946385
1977,817,1.0000201204789827
1978,765,1.00002009567441
1979,767,1.0000204154196077
1980,1222,1.0000208959943517
1981,1229,1.0000218210281353
1982,1152,1.0000209507659545
1983,1430,1.0000214082779335
1984,602,1.0000206372639158
1985,822,1.0000213566941616
1986,838,1.0000205424281745
1987,555,1.0000202084248715
1988,1258,1.0000207115862263
1989,1217,1.0000217381139431
1990,1214,1.0000206562556837
1991,1252,1.0000216794565502
1992,593,1.000021745132654
1993,835,1.0000211825509249
1994,584,1.000020264578336
1995,592,1.0000212196372593
1996,741,1.0000220684592362
1997,839,1.0000215075175407
1998,1162,1.0000204517277782
1999,1127,1.0000214128981826
2000,1406,1.000020573061199
2001,740,1.0000212812061502
2002,872,1.000020374136629
2003,765,1.0000195485669263
2004,1270,1.000020183078329
2005,592,1.0000208670212685
2006,1132,1.0000202803539224
2007,587,1.0000208151785126
2008,1453,1.0000197670529505
2009,1165,1.0000210942650727
2010,1226,1.0000202344052649
2011,1125,1.0000209709533188
2012,611,1.0000206818626154
2013,1228,1.0000209958527748
2014,744,1.000019933093163
2015,1182,1.0000206123628872
2016,562,1.0000201665200272
2017,587,1.0000206337146869
2018,1454,1.0000201114541925
2019,1238,1.0000205787094179
2020,1186,1.0000197905745085
2021,1186,1.000020991101182
2022,748,1.0000197369857349
2023,857,1.0000206872953312
2024,1251,1.0000195700384638
2025,593,1.000020425824775
2026,598,1.000019946978533
2027,1147,1.0000206645974425
2028,619,1.0000206680333787
2029,841,1.0000205405663385
2030,566,1.000019843303159
2031,1190,1.000020485864212
2032,1286,1.0000202651854493
2033,1200,1.000020435926533
2034,886,1.0000196645141772
2035,1248,1.000020179421606
2036,777,1.0000193012561327
2037,1265,1.000020468021069
2038,860,1.000019700031759
2039,462,1.0000205545312864
2040,1291,1.0000192007596018
2041,1151,1.000020431418656
2042,1294,1.0000197723041082
2043,748,1.0000204323689608
2044,793,1.0000191099694271
2045,1188,1.0000202178323607
2046,604,1.0000194807637528
2047,888,1.0000202099920836
2048,550,1.0000198691723199
2049,782,1.0000190123444848
2050,606,1.0000194407937164
2051,1272,1.0000189642284287
2052,758,1.000019114192309
2053,794,1.00002021667691
2054,1158,1.000019270439664
2055,1194,1.000020421360618
2056,787,1.0000188412565
2057,1260,1.0000199513384735
2058,1207,1.0000201053407938
2059,756,1.0000187776177865
2060,783,1.0000201274348939
2061,1196,1.0000200878724326
2062,1486,1.0000191717976996
2063,610,1.000018572067017
2064,1274,1.0000195013838287
2065,759,1.0000186406937215
2066,576,1.0000190854250919
2067,866,1.0000199018408467
2068,874,1.0000192061977322
2069,792,1.0000185711912462
2070,1511,1.0000199686582922
2071,615,1.0000199443732825
2072,787,1.0000185003341109
2073,1213,1.0000195292150584
2074,1308,1.0000189510144941
2075,578,1.0000197199388197
2076,1283,1.0000184563862213
2077,789,1.0000183902895643
2078,572,1.0000192031648256
2079,1172,1.0000198725802951
2080,854,1.000018693354862
2081,563,1.0000196470111546
2082,872,1.0000187421633704
2083,1288,1.0000182604948151
2084,1510,1.0000187511833671
2085,1292,1.0000193663103047
2086,1222,1.000018388328077
